Stockcode,Descripiton,Cat,Sub Cat,SBU
IRMM009-4ML,MAGNESIUM-MG SOLUTION,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
IRMM448-1EA,GENOMIC DNA OF CAMPYLOBAC,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
IRMM531A-1EA,TI (0.1 MM FOIL),Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
IRMM622-4ML,CADMIUM-CD SOLUTION,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0002055,"Fingolimod hydrochloride,",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0002090,"REGORAFENIB MONOHYDRATE,",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0002146,Rosuvastatin for impurity,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0002195,Deferasirox impurity F,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0002196,Deferasirox (EP) Referenc,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0002261,N-Nitroso-dibutylamine,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1012848-250MG,"ALITAME, UNITED",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1478185-5X50MG,Oleyl alcohol,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1667508-350MG,Tobramycin,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1670207-200MG,Tolcapone,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1672600-100MG,TRAMADOL HYDROCHLORIDE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
C0405000,CAMPHOR (RACEMIC),Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000081,ARTICAINE IMPURITY E,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000146,NADOLOL,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000152,TIANEPTINE FOR SYSTEM SUI,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000166,TRIBENOSIDE IMPURITY A,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000222,"MOXONIDINE IMPURITY A,",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000263-3EA,PREKALLIKREIN ACTIVATOR I,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000281,PAROXETINE HYDROCHLORIDE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000710,HYDROCODONE FOR PEAK IDEN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000780,PARAFFIN (HARD),Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000808,SODIUM PHENYLBUTYRATE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000881,IBUPROFEN FOR PEAK IDENTI,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1025908-200MG,AMINOPENTAMIDE SULFATE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1362103-200MG,LEVOFLOXACIN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1700523-25MG,Tryptophan Related Comp B,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1089149-30MG,Cannabidiol,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1277252-4.6OZ,Fluoride dentifrice,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1282004-125MG,FLUPHENAZINE HYDROCHLORID,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1188006-200MG,DICHLORPHENAMIDE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1134200-200MG,CLADRIBINE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1134368-200MG,Citric acid,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1134426-200MG,CLAVULANATE LITHIUM,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1235900-200MG,ENROFLOXACIN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
BCR460-40G,"58575, COAL (F)",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
BCR637-1EA,"HUMAN SERUM (Al, Se, Zn)",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
BCR679-15G,"43071, White cabbage (tra",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
BCR692-1EA,SCRATCH TEST REFERENCE MA,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1111012-50MG,Chlorhexidine System,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
C0675000,CEPHALEXIN MONOHYDRATE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
T1978000,TRICAPRYLIN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
T2005010,TRIFLUSAL IMPURITY B,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001428,PHENIRAMINE IMPURITY A,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001480,SULFADIAZINE FOR IDENTIFI,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001483,SAW PALMETTO EXTRACT,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001538,PEMETREXED FOR SYSTEM SUI,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001787,RANITIDINE FOR IMPURITY A,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1351800-30MG,Isorhamnetin,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1358842-30MG,LEVALBUTEROL RELATED COMP,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1705753-15MG,Uracil,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
C2175500,CIMETIDINE HYDROCHLORIDE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
D10-500ML,GENERAL PURPOSE VISCOSITY,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
D1060000,DICYCLOVERINE HYDROCHLORI,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL80322-50MG,"Trioxsalen, Phyproof",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL80354-10MG,ARCTIGENIN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
E1200000,"ERGOTAMINE TARTRATE, EURO",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
E1260000,PLASTIC ADDITIVE 21,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
E1500800,ERYTHROMYCIN STEARATE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
E1620000,ESTRADIOL HEMIHYDRATE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
M1825010,METOCLOPRAMIDE IMPURITY E,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
M1851000,METRONIDAZOLE BENZOATE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
P3090000,PROCAINE BENZYLPENICILLIN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL83871-5MG,LUCIDIN 3-PRIMEVEROSIDE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL84247-10MG,Oroxylin A 7-glucuronide,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL85696-10MG,DL-GOITRIN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL85725-5MG,CHRYSOERIOL,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL85751-10MG,Isorhoifolin,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL89215-10MG,GLUCORAPHANIN POTASSIUM S,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL89231-10MG,ISOSILYBIN (A + B MIXTURE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL89254-10MG,NORDIHYDROCAPSAICIN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL89328-100MG,ISOMENTHONE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
S0660000,SISOMICIN SULFATE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001214,CARMELLOSE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001239,DOBUTAMINE IMPURITY MIXTU,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001355,PREDNISOLONE FOR SYSTEM S,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001381,GLUCOSAMINE FOR SYSTEM SU,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001384,FUSIDIC ACID IMPURITY MIX,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1048222-50MG,Baclofen Related Comp A,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1270719-25MG,FLAVOXATE RELATED COMP A,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1671006-200MG,TOLNAFTATE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000763,FLUOROURACIL IMPURITY B,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000765,FLUOROURACIL IMPURITY F,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000809,SODIUM PHENYLBUTYRATE IMP,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000810,ACEMETACIN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000835,PANTOPRAZOLE SODIUM SESQU,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000885,CLODRONATE IMPURITY D,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1187003-500MG,"DIBUCAINE HYDROCHLORIDE,",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1366080-50MG,LIDOCAINE RELATED COMP H,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1089161-1ML,Cannabidiol solution,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
D5000-500ML,GENERAL PURPOSE VISCOSITY,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
V0100018,VERAPAMIL IMPURITY I,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000099,PENTOXYVERINE IMPURITY B,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000102,ORPHENADRINE IMPURITY E,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000130,AMIODARONE IMPURITY E,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000155,TRAMADOL HYDROCHLORIDE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000173,4-AMINOBENZOIC ACID,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000176,CINEOLE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000279,TRI-N-BUTYL PHOSPHATE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1667133-25MG,TICAGRELOR RELATED COMPOU,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
D0710000,Dexamethasone acetate,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
D1000-500ML,GENERAL PURPOSE VISCOSITY,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
E1700000,ESTRONE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
E2425000,ETHYL PARAHYDROXYBENZOATE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
IRMM428-1EA,WATER (PFASS),Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0002021,Microcrystalline cellulos,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0002068,TYPHAE POLLEN DRY EXTRACT,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0002075,"Esomeprazole sodium, Euro",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0002241,PIPERACILLIN IMPURITY,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0002299,Nebivolol hydrochloride,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0002306,Nebivolol for peak identi,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1034818-20MG,ANASTROZOLE RELATED COMPO,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
BM5-5L,"VISCOSITY BATH MEDIA, SIL",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001594,MEGESTROL ACETATE IMPURIT,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001607,BELAMCANDA CHINENSIS RHIZ,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001613,CLEMASTINE FOR SYSTEM SUI,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001680,CLINDAMYCIN PHOSPHATE FOR,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001706,EPLERENONE FOR PEAK IDENT,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001733,"PERMETHRIN (25:75), EUROP",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001747,"EXEMESTANE, EUROPEAN PHAR",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001749,THIAMINE FOR SYSTEM SUITA,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001757,BROMHEXINE FOR SYSTEM SUI,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001761,"NICORANDIL, EUROPEAN PHAR",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001767,CISATRACURIUM FOR SYSTEM,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001775,ROPINIROLE FOR PEAK IDENT,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1724383-25MG,ZALEPLON RELATED COMPOUND,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
BP403,"BUSULFAN, BRITISH PHARMAC",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
BP413,PSEUDOEPHEDRINE HYDROCHLO,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PSRI02-10ML,REFRACTIVE INDEX STANDARD,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PTCO030-500ML,Pt-Co/Hazen/APHA Colour,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
T1850000,TRETINOIN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001386,ANGELICA DAHURIA ROOT,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001388,CANDESARTAN CILEXETIL,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001431,LEVONORGESTREL FOR SYSTEM,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001484,MEDROXYPROGESTERONE ACETA,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001486,PYRIDOSTIGMINE IMPURITY B,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001491,QUINAPRIL HYDROCHLORIDE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001516,RIVASTIGMINE HYDROGEN TAR,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001543,ACTAEA RACEMOSA FOR ASSAY,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001548,LABETALOL IMPURITY A,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001565,RECOMBINANT MAJOR ALLERGE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001575,BUPIVACAINE IMPURITY F,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1134164-50MG,Cilostazol Related Comp A,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1134244-25MG,Citalopram Related Comp A,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1235332-25MG,ENALAPRIL RELATED COMPOUN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1235820-300MG,Enoxaparin sodium United,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0002013,"Matrine, European Pharmac",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0002034,Podophyllotoxin for syste,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0002037,"CHLOROBUTANOL, EUROPEAN P",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0002083,"Methyl salicylate, Europe",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0002115,Benserazide for peak iden,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0002185,Ketoconazole impurity mix,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0002213,DL-LYSINE ACETYLSALICY,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0002216,Betiatide,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0002283,PHENOXYBENZAMINE IMPURI,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1012633-200MG,Albuterol sulfate,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1013057-25MG,S-Allyl-L-cysteine,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1316004-200MG,Hydrocortisone,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1478254-1G,"OLIVE OIL, UNITED STATES",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
RTM18-500ML,MINERAL OIL ROTATIONAL VI,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
NIST614,TRACE ELEMENTS IN GLASS,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
NIST675,"LINE POSITION, MICA (XRD)",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
NIST92,"SODA-LIME GLASS, (LOW BOR",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL82552-50MG,18ALPHA-GLYCYRRHETINIC AC,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL82641-20MG,"QUERCETIN 3,3'',4'',7-TET",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL83220-10MG,Lasiocarpine N-oxide,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL83235-10MG,INDICINE N-OXIDE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL83294-10MG,INDIGOTIN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL83525-10MG,MORUSIN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1134051-100MG,Cilastatin ammonium salt,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1134233-200MG,CITALOPRAM HYDROBROMIDE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1237509-250MG,EPITETRACYCLINE HYDROCHLO,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001809,GEFITINIB FOR SYSTEM SUIT,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001825,"APREPITANT, EUROPEAN PHAR",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001841,HYDROXYCHLOROQUINE FOR SY,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001920,"PREDNISONE IMPURITY B, EU",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001925,BETAMETHASONE DIPROPIONAT,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001947,"PAEONOL, EUROPEAN PHARMAC",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001967,FENTANYL IMPURITY MIXTURE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001992,LAVENDER OIL FOR PEAK IDE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001999,Colistin for system suita,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
D1010000,DIBUTYL PHTHALATE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
E2500000,ETOFYLLINE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
IRMM426-100G,WILD BERRIES (BILBERRIES),Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
IRMM524B-1EA,FE (0.5 MM WIRE),Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000029,AZAPERONE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
BP050,"Bromocriptine mesilate, B",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
BP080,"CHLOROXYLENOL, BRITISH PH",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
BP1007,"MANNITOL, BRITISH PHARMAC",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
BP102,"DAPSONE, BRITISH PHARMACO",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
BP1046,"TIMOLOL MALEATE, BRITISH",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
BP1072,PHENOXYBENZAMINE HYDROCHL,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
BP1108,"BERBERINE CHLORIDE, BRITI",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
DEN2014-60ML,"DENSITY STANDARD (20 C),",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
DENWAT-60ML,Pure Water Density Standa,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
TAN005-125G,TOTAL ACID NUMBER STANDAR,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001019,CISPLATIN IMPURITY B,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001052,SANTONIN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001091,STANDARDISED ARTICHOKE LE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001102,TEICOPLANIN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001113,TRIOLEIN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
S6S-500ML,HIGH TEMPERATURE VISCOSIT,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000757,RIBOFLAVIN FOR PEAK IDENT,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL89560-10MG,ANDROGRAPANIN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL89592-10MG,Californidine perchlorate,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL89653-50MG,ELLAGIC ACID,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL89663-100MG,TRANS-FERULIC ACID,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1257029-15MG,Ethambutol Related,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1576796-500MG,PROPYLENE GLYCOL MONOLAUR,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
U0020001,UBIDECARENONE FOR SYSTEM,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
A0365000,AMIDOTRIZOIC ACID DIHYDRA,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
D2953050,DITHRANOL IMPURITY D,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL80371-20MG,(+)-Bicuculline,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL80496-10MG,GAMMA-MANGOSTIN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL82471-10MG,ARISTOLACTAM,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL82530-10MG,(-)-ENGLERIN A,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Q0200000,QUININE SULFATE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
C2160000,CHYMOTRYPSIN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
C2163000,CICLOSPORIN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
C2320000,CLOMIFENE CITRATE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1122700-125MG,CHLOROXYLENOL,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1370881-500MG,LYCOPENE PREPARATION,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1725003-200MG,ZONISAMIDE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL83908-10MG,SECOXYLOGANIN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL84210-10MG,14-Deoxyandrographolide,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL89210-10MG,Ginsenoside Rc,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL89223-10MG,10-HYDROXY-TRANS-2-DECENO,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
S0785000,SODIUM PICOSULFATE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
S0947000,SOMATROPIN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1229883-30MG,Duloxetine Related Comp H,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
DEN2002-60ML,"DENSITY STANDARD (20 C),",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1179333-200MG,Dexmedetomidine hydrochlo,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1181007-500MG,Dextromethorphan hydrobro,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1356563-20MG,Ketoprofen Rel CompD,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
