Stockcode,Descripiton,blue_oracle_layout,LEGACY_FLAG,Cat,Sub Cat,SBU,HIERARCHY_L6_DESC,SOURCE_SUBSIDIARY
P4963-100G,P4963-100G PEPTONE PRIMATONE RL FROM ANIMAL TISSUE,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
900000000000,MZHABG251 MICROFIL 251 & EZ PACK HABG,MZHABG251,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),In Process Testing (066),1945 Merck Millipore France
900000000000,0RIGC0IN1 O-Ring - gas connection Input lot of 8,0RIGC0IN1,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
1072141000,"1072141000 PEPTONE FROM MEAT PANCREATIC DIGESTED, G",,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1452310001,"1452310001 Sealing Caps (Set), RCS High Flow Touch",,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1961 Merck Millipore India
1464520001,1464520001 HAYFLICK Liquid Med. acc. EP 393100-1P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
17191-5VL,"17191-5VL PARK AND SANDERS SELECTIVE SUPPLEMENT I,",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
70133-100G,70133-100G Blood Agar (Base)NutriSelect Plus,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
71018-100,71018-100 GDS SHIGA TOXIN GENES (TOP 7) TQ,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Pathogen Testing (078),2066 Aldrich Chemical Co. LLC (USA)
72678-500G,72678-500G Bile Esculin Azide Agar ISO 7899-2:2000&,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
79133-SIAL,79133 GDS PPMX HEAD STAND,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Pathogen Testing (078),2066 Aldrich Chemical Co. LLC (USA)
900000000000,MXSMTGE48 MILLIFLEX AGAR CASSETTES (TGE),MXSMTGE48,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),In Process Testing (072),1945 Merck Millipore France
900000000000,BSSEMIN01 Milliflex School at central location,BSSEMIN01,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1975 Merck Millipore USA
900000000000,XI2504735 FILTER HOLDER MANIFOLD 3 PLACE SST,XI2504735,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),In Process Testing (072),1961 Merck Millipore India
910000000000,RDYTBCON05 5 Pairs of F. and M. Tube Connectors,RDYTBCON05,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1945 Merck Millipore France
93227-250G,"93227-250G Coliform ChromoSelect Agar, ModifiedNut&",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
940000000000,MVP78076 Analog PCB,MVP78076,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1975 Merck Millipore USA
940000000000,RSMPFEET1 ReadyStream feet,RSMPFEET1,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
900000000000,TQSEALKIT SEALS KIT,TQSEALKIT,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,EZFKIT001UK EZ-Fluo System Kit (UK),EZFKIT001UK,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),1945 Merck Millipore France
900000000000,EZCC0NP0W CONNECTOR FOR POWER SECTOR MODEL,EZCC0NP0W,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
900000000000,SYMBDTH01 ST SYMBIO DRAIN TRAY LFH 2,SYMBDTH01,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
1452720001,"1452720001 Hexagon Stud Screw, M5x5 1 PC",,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1961 Merck Millipore India
1464570006,1464570006 Tryptic Soy Agar EP+USP 501200-6P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Media (069),1945 Merck Millipore France
22090-500G,"22090-500G CASEIN HYDROLYSATE, FOR MICROBIOLOGY",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2062
52099-5VL,52099-5VL KPC CHROMOSELECT AGAR SUPPLEMENT,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
78089-00,78089-00 MVP ICON CONDUCTIVITY PROBE,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Hygiene Monitoring (065),2066 Aldrich Chemical Co. LLC (USA)
900000000000,SYMBLFH01CN STERITEST SYMBIO LFH 2 MED CN,SYMBLFH01CN,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
940000000000,DLCN0ZC0V DiluCult 2 Nozzle cover,DLCN0ZC0V,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
C1551-250G,C1551-250G Czapek-Dox brothNutriSelect Basic,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
VT000907-10EA,"VT000907-10EA E. COLI WDCM 00090 VITROIDSâ„¢, 50,000-1",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2062
Y3127-500G,Y3127-500G Yeast Malt AgarNutriSelect Basic,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
900000000000,EZSPKIT01 EZ-PAK DISP 2 SPARE P-KIT,EZSPKIT01,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
900000000000,XX6320004 THERMOMETER (1) EA,XX6320004,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),1975 Merck Millipore USA
1021360001,1021360001 ENVIROCHECK CONTACT C (TOTAL COLIFORMS/E,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Hygiene Monitoring (065),1190
1054545000,1054545000 BRILA broth 5 KG,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1092230001,1092230001 TRIPOD QUICK F/MAS A.SAMPLER 1 UNIT,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1190
1105820500,1105820500 Sodium chlor. peptone broth 500 G,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Media (069),1190
1324119025,"1324119025 Meat extract dry, powder, fo 25 KG",,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1401975000,1401975000 Demi FRASER Broth + antibiot 5 KG,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1466840020,1466840020 TSA LT 90mm ICR+ 0721-20P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1945 Merck Millipore France
14781-500G,14781-500G XLD Agar ISO 6579:2017NutriSelect Plus,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
73608-500G,73608-500G BiGGY AgarNutriSelect Plus,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
90925-40.8G,90925-40.8G Klebsiella ChromoSelect Selective Agar &,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
910000000000,"KMEFHAW25B EZFIT Mani w/ 4 bx EZFIT, 250ml, blk",KMEFHAW25B,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),In Process Testing (072),1945 Merck Millipore France
910000000000,MAVFEFT MAS-100 VF e-Functionality Testing Repor,MAVFEFT,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
940000000000,MASMH0R07 MAS Iso MH hose fitting 1.5x11.5 O-ring,MASMH0R07,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
940000000000,"GM00100000564 PIPETTOR, PUMP, PRIME",GM00100000564,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
P9352-1VL,P9352-1VL PERFRINGENS T.S.C. SUPPLEMENT,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
T2813-500G,T2813-500G TRYPTOSE,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
VT000092-10EA,VT000092-10EA ENTEROCOCCUS FAECALIS  WDCM 00009 VITROI,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2062
900000000000,HAWG047S6 0.45um White Gridded S-Pak 47mm 600pk,HAWG047S6,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),In Process Testing (066),1945 Merck Millipore France
900000000000,MXPSITU48 MFX+ / SILICONE TUBING 4X8/1 (LENGT,MXPSITU48,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1961 Merck Millipore India
900000000000,RMSPCYL0B CYLINDER B OF MICROSTAR SPRAYSTATION,RMSPCYL0B,RED,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),2177
900000000000,MXPFHUVHP MILLIFLEX FLUIDIC HUB VHP COMPATIBLE,MXPFHUVHP,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,EZFHEAD01 MILLIFLEX HEAD FOR EZFIT FILTRATION UNIT,EZFHEAD01,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),In Process Testing (072),1961 Merck Millipore India
900000000000,SYMBFSI01 STERITEST SYMBIO FLAT SEAL ISL,SYMBFSI01,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
900000000000,"MXHVWP224 MILLIFLEX FUNNEL 0.45UM, 250ML, PVDF",MXHVWP224,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),In Process Testing (072),1945 Merck Millipore France
900000000000,SB3R0LLRT SYMBIO PUMPS 3 MEDIA KIT 3 ROLLERS,SB3R0LLRT,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,MIMHCAVA1 CABLE VALVE MAS-100ISO MH 600MM,MIMHCAVA1,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
1004450500,1004450500 UNIVERSAL BEER AGAR FOR MICROBIOLOGY,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1053945000,1053945000 EE MOSSEL broth acc. ISO 5 KG,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1139190500,1139190500 XLT4 AGAR (BASE) FOR MICROBIOLOGY ( 59 G,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1460500020,1460500020 TSA w. LT - ICR 30ml 030828E-20P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1945 Merck Millipore France
1462200100,1462200100 Thioglycollate Med. acc. EP 2171R-100P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
1464190006,1464190006 Buff. NaCl-Pept. Sol. acc EP 514200-6P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Media (069),1945 Merck Millipore France
1465190001,1465190001 Rack for sedimentation pl. 63141-1P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Other Lab Materials Pharma (062),1945 Merck Millipore France
53286-100G,53286-100G Brain Heart Infusion BrothNutriSelect P&,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
62087-500G-F,62087-500G-F Levine EMB AgarNutriSelect Plus,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
70181-500G,70181-500G Antibiotic Agar No 1NutriSelect Plus,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
75315-500G,75315-500G OF Test Nutrient AgarNutriSelect Basic,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2062
77981-5VL-F,77981-5VL-F CT SUPPLEMENT*,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
78886-500G-F,78886-500G-F Cetrimide BrothNutriSelect Basic,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2062
79180-1,79180-1 GDS PPMX TIP BOX HOLDER,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Pathogen Testing (078),2066 Aldrich Chemical Co. LLC (USA)
83339-500G-F,83339-500G-F Mac Conkey-Sorbitol ChromoSelect AgarNu&,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
900000000000,QSVALID11 On-Site IQ/OQ Service Milliflex Quantum,QSVALID11,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1975 Merck Millipore USA
910000000000,RDYSTRM01CN ReadyStream® complete system incl reader,RDYSTRM01CN,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1945 Merck Millipore France
93999-10X25DISCS,93999-10X25DISCS RHAMNOSE DISCS,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2066 Aldrich Chemical Co. LLC (USA)
940000000000,MASRADFAN EC Radial Fan (8 lids) M22,MASRADFAN,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
940000000000,TSREQUAL12 Steritest pump Advanced Requalification,TSREQUAL12,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
940000000000,"GM00100001400 MODULE, READER",GM00100001400,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
940000000000,RSMPFL0W1 ReadyStream flowmeter kit with tubing,RSMPFL0W1,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
940000000000,ATMH0USNG MAS-100 Atmos housing,ATMH0USNG,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
BM07908,"BM07908 CHLORAM. GLUCOSE AGAR, 10 X 200 ML",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Hygiene Monitoring (065),2066 Aldrich Chemical Co. LLC (USA)
VT000316-10EA,VT000316-10EA SALMONELLA ENTERICA SUBSP. ENTERICA SER&,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2062
900000000000,CNHASV210 STERILTY TESTING DEVICE FOR VIALS 10/PK,CNHASV210,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
900000000000,MXSMEND48 MILLIFLEX AGAR CASSETTES (M ENDO),MXSMEND48,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),In Process Testing (072),1945 Merck Millipore France
900000000000,MISP00101 EZ PAK DRIVING KIT,MISP00101,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
900000000000,MXPPLTVHP MFX+ VHP BOTTOM PLATE,MXPPLTVHP,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
01433-25DISCS,01433-25DISCS BIOCHEMICAL ESCULIN ID PADS,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2066 Aldrich Chemical Co. LLC (USA)
1038590500,1038590500 KLIGLER agar acc. FDA-BAM Gr 500 G,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1043260500,1043260500 Tryptic Soy Broth halal acc. 500 G,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Media (069),1190
1092930100,1092930100 KOVÁCS Indole reagent 100 ML,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),1190
1106850500,1106850500 DEV GELATIN AGAR FOR MICROBIOLOGY (50 G,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1194730001,1194730001 O-Ri MAS-100 up 40x1.5 0.60 1 PC x7,,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
1460750120,1460750120 R2A Agar - LI EP 30ml 0178E-120P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Media (069),1945 Merck Millipore France
1461810100,1461810100 Rappaport Vassil.-B. acc. EP 3922R-100P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Media (069),1945 Merck Millipore France
22092-500G,22092-500G Tryptic Soy BrothNutriSelect Plus,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
910000000000,MXPPMKIT1-B SERVICE KIT FOR MFX+ SINGLE HEAD-B,MXPPMKIT1-B,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
910000000000,PMTRAINS21 PyroMAT e-learning - how to use - Spanis,PMTRAINS21,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
940000000000,MASVF0RNG O-Ring for MAS-100 VF fan lower part,MASVF0RNG,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
940000000000,MASMHVAC2 MAS-100 Iso MH Gemü valve connection,MASMHVAC2,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
940000000000,"GM00100000132 MODULE, LOADING BAY",GM00100000132,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
940000000000,MVP78011 LCD Light Boot,MVP78011,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1975 Merck Millipore USA
940000000000,"RGQ9019350 HEATER ASSEMBLY, ELEMENT, SENSORS, RGQ",RGQ9019350,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1975 Merck Millipore USA
940000000000,"RGQ9019373 CABLE, THERMISTOR WIRING, RGQ",RGQ9019373,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1975 Merck Millipore USA
940000000000,RSMPTUBH2 Readystream tubing kit from heater,RSMPTUBH2,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
P7750-500G,P7750-500G PEPTONE TYPE I FROM MEAT,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
VT000097-10EA,VT000097-10EA Enterococcus faecalis WDCM 00009 Vitroid,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2062
VT000343-10EA,VT000343-10EA STAPHYLOCOCCUS AUREUS WDCM 00034 VITROID,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2062
VT001143-10EA,VT001143-10EA PSEUDOMONAS AERUGINOSA WDCM 00114 VITROI,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2062
900000000000,YY2004012 Diaphragm for Sampling Port 5/pk.,YY2004012,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1975 Merck Millipore USA
900000000000,MILSNSWI0 MILLISNAP SWITCH OLD,MILSNSWI0,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,MXRPB0DY1 BODY SPRAYER MILL RAPID,MXRPB0DY1,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,EZCC0VERM COVER MEMBRANE,EZCC0VERM,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
900000000000,M100CALDI CALIB. DISK FOR MAS-100 FAMILY,M100CALDI,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,SYMBSYS01 STERITEST SYMBIO SYRINGE SUPPORT,SYMBSYS01,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
1043265000,1043265000 Tryptic Soy Broth halal acc. 5 KG,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Media (069),1190
1109910500,1109910500 KING AGAR B BASE (DANSK STANDARD) FOR MI,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1453390001,"1453390001 Cross-head Screw, M3.5x10 1 PC",,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1961 Merck Millipore India
1460520020,1460520020 Sab-Gluc-A w. LTHTh -LI 30ml 03540E-20P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1945 Merck Millipore France
1665010200-CN,1665010200-CN SDA Contact +LTHTh -ICR+ 200 P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1213 Merck Life Science Tech. Nantong
17117-500G,17117-500G Actinomycete Isolation AgarNutriSelect &,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
89766-1EA,89766-1EA Zargeskoffer leer unbeschriftet,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Hygiene Monitoring (065),2066 Aldrich Chemical Co. LLC (USA)
900000000000,"BIAC03P01 Microfil Vacuum support, 3 place",BIAC03P01,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
900000000000,WSASSEMBLY Workshop Service Assembly Kit,WSASSEMBLY,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1975 Merck Millipore USA
90765-5KG,"90765-5KG PEPTONE FROM SOYBEAN, ENZYMATIC DIGEST",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
910000000000,MCGPMSTD01 MAS-100 CG Ex preventative maintenance,MCGPMSTD01,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
910000000000,PLSPMSTD01 RCS Plus Ex WS PM w/o service plan,PLSPMSTD01,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
910000000000,MTRATRAIN M-Trace™ On-Site Software User Training,MTRATRAIN,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
910000000000,1460000004 Customs Media Service Level 4,1460000004,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Media (069),1945 Merck Millipore France
940000000000,MMPWRSPDK Milliflex Oasis power supply - Denmark,MMPWRSPDK,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),In Process Testing (072),1945 Merck Millipore France
940000000000,"RGQ9019363 MOTOR-STEPPER, ROTORDRIVE,SOURCEOPT, RG",RGQ9019363,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1975 Merck Millipore USA
900000000000,STBMRFD34 RINSE FLUID D 300ML 4/PK,STBMRFD34,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
